tweet,length,label
NZ    spewing lies  amp instability from  is spreading into neighboring  amp  Terror ally Pakistan Army  ISI seeks excuse from domestic woes undermining 200 million Pakistan citizens by air raiding innocent ,213,1
 But plz dont let to have deal your beautiful country with our terrorist organization groups that made my ISI Pakistan ,120,1
    Kejriwal tratior of India Khalistani isi soros China ka agent planted by terrorists naxalist Khalistani,107,1
Among the living beings that can go to this level of extremism is humans This is horrific  The only ones to be blamed is the  group  and their leaders  of      ,163,0
  This is happens when you make a deal and hande over a nation with 40 million to  Herion Mafia and Fascist terrorist and Pakistan ISI and Qatar proxies we never forget what western countries did for their benefit against innocent people burning 40 years war  ,262,1
Jagmohan threads Term2 Intelligence reports were sent to Centre that on 26 Jan 1990 Islamic organizations mostly Mujhadeens from Afghan wars Iran amp ISI supported terrorist groups along with large masses of Kashmiri Muslims would declare KASHMIR as independent 1n,276,1
                        The Haqqani terrorist network backed by the Pakistani intelligence agency ISI is responsible for todays back to back explosions on schools in Kabul Afghanistan,187,1
 Do you remeber this Doha deal you people made deal with Herion Mafia and terrorist taliban proxies of Pakistan ISI and Qatar  ,128,1
 ISI stated Afghan land was used by terrorists to plot against Pakistan so we decides to air strike em but unfortunately no terrorist was killed and children n women died,172,0
                         The Haqqani terrorist network backed by the Pakistani intelligence agency ISI is responsible for todays back to back explosions on schools in Kabul Afghanistan  ,190,1
I am more than sure of the sudden attacks  on the Hindus on behalf of the Muslim meascreants who are intruders lead by the ISI and different terrorist think tanks as their mentorsAnsar Shekh might be a Bangladeshi Intruders intact with harmful Networks   ,257,1
  Illegal Bangladeshi Rohangiyas Islamic Terrorists behind planned violence  Government is also investigating ISI supported so called Journos and Jehadi intellectuals role behind  such planned attack on Hindu Processions ,224,1
                       The Haqqani terrorist network backed by the Pakistani intelligence agency ISI is responsible for todays back to back explosions on schools in Kabul Afghanistan  ,188,1
 Afghanistan is under control of Pakistan ISI by their slaves terrorist and Herion Mafia taliban,97,1
                        The Haqqani network is a notorious terrorist network backed by the Pakistani intelligence agency ISI,125,1
 Israel and America is are the terrorist country Shame on both You are going to be destroy sooon Remember the name    ISI ,127,0
Akbar amp his brother Salman were arrested in Meerut by UP Police on April 13 on the charges of Cattle Smuggling amp were Handed over to Assam Police  Today 194 they were killed in Police Encounter in Assam  Police now Accuse them of ISI amp Terrorist Links too    ,276,1
 This kind of evil act can only be done by the Taliban who have this kind of training from their Terrorist leaders of ISI in Pakistan no other group would kill innocent people in a school or a mosque except for this group,222,1
 and  are same terrorist Group which are lead by Americans  Shameless terrorists dont know humanity     ,105,0
    Hahah protection from what protection from Isl terrorist by Isl2mist jaziya dene ka tareeka pata hai lene wale ko niche baith ke dena hota tha and he was considered as 2nd grade person isi liye kuch tere jaise chaudhary jimmi banne se accha convert hue,259,1
  Your thinking cooking she accepted everything non vegonces you convert peacefully religion your doing whatever they want even terrorists or anti national activitieshow girls are now join ISI in Kerala,211,1
The launguage of the terrorists who attacked and killed a police officer yesterday in Kahsmir is exactly the same as of Ex Pakistan PM Imran Khan and Congress Party president  ULF is ISI funded terrorist organisation active in Kahsmir Hinduphobia of Gandhi family  ,267,1
Is that why your ISI chief and ex PM constantly promote the Taliban A terrorist regime that has killed thousands of innocent people Lets not be so naive Theres a difference between being patriotic and being a nationalist ,225,1
      In 90s used to see and hear how ISI and terrorist organisations brainwashed the young kids and youth by showing fake videos and preaching     exactly same is happening in India youths are getting brainwashed,215,1
 Target Pak Army ISI headquarters where these attacks are plannedAnd take out terrorist leaders in Pak,104,1
 Its the terrorist slave army of isi afghan army will be back soon Inshallah,77,1
 He should be more concern about the Pakistani bombing But he is a Pakistani puppet so he is doing Pakistans dirty work   isi agents,133,1
  Ye bat Muslim hain isi liye keya to Phir Shahrukh Khan and Salman khan Saif Amir sab terrorist hain  Ap jao report karo police me ,133,0
    This is intoleranceamphabitual violence sponsored byLeftists cum Jihadi ISIChineseterrorists ideologyElements to open threatening to democracyampStone pelting to anyAuspiciousOccasions in IndianStates ie WBJHCHMPMHKARJTSAPKLGJampDLetc many moreIndians shouldAware about it,295,1
 This is intoleranceamphabitual violence of Leftists cum Jihadi ISIChineseterrorists ideology elements to open threatening democracy and Stone pelting to any Auspicious Occasions in Indian states ie WBJHCHMPMHKARJTSAPKLGJampDL etc many more Indians should Aware about it,289,1
 Pakistan is killing our people and the isi puppets are sitting in argh kissing their Pakistani Safirs feet shame on u and those khahenin khawarij thats what u and taliban are khawarij   ,187,1
Shame Shame Shame   Did they not identify Taliban as terrorists when ex ISI chief Faiz gleefully enjoyed tea with them in Afghanistan Now theyre showing aggression towards innocent civilians cuz their best friends turned on them,236,1
  Nope  Taliban are mostly from Pakistan 70 from Pakistan and 30 Afghans regardless of that all the terrorists Taliban are run by ISI  Taliban are Panjabi proxies in Afghanistan,183,1
  Angana P Chatterjee is related to ISI mastermind who funds terrorist activities in Kashmir I wonder where they gather audacity even talk about such incidents when sole purpose of their is to incite terror and violence,221,1
  Taliban  terrorists  Taliban  Pakistani puppets  Taliban  ISI Taliban  darkness  Taliban  destruction  Taliban  dirt on Afghan society  Taliban  murderers  Taliban  living in stone ages  Taliban  slavery  Taliban  fake Islam,236,1
 12 AmericaIsrael hi dete hain Hmne Kbhi kisi terrorist ka support nhi kiya lekin aise bhut km hindu hain jo Godse ko terrorist bolne ki himmat rkhte hon  ka agent jo pakda gya tha wo bhi BJP ka tha Kashmir me terrorist group ko information share krne wala inspector sikh,277,0
  raam v dekh kar soch raha hoga inlogo ne mere liye yatra nikala tha ya musalmano ko uksane k liye  agar isi taychar se koi musalman sleeper bomb ban kar kahi attack karega or lakho begunah log mara jayega tab galti kiski hogi Terrorists hota nahi hai banaya jata hai,270,1
raam v dekh kar soch raha hoga inlogo ne mere liye yatra nikala tha ya musalmano ko uksane k liye  agar isi taychar se koi musalman sleeper bomb ban kar kahi attack karega or lakho begunah log mara jayega tab galti kiski hogi Terrorists hota nahi hai banaya jata hai,268,1
 raam v dekh kar soch raha hoga inlogo ne mere liye yatra nikala tha ya musalmano ko uksane k liye  agar isi taychar se koi musalman sleeper bomb ban kar kahi attack karega or lakho begunah log mara jayega tab galti kiski hogi Terrorists hota nahi hai banaya jata hai,269,1
 raam v dekh kar soch raha hoga inlogo ne mere liye yatra nikala tha ya musalmano ko uksane k liye  agar isi taychar se koi musalman sleeper bomb ban kar kahi attack karega or lakho begunah log mara jayega tab galti kiski hogi Terrorists hota nahi hai banaya jata hai,269,1
raam v dekh kar soch raha hoga inlogo ne mere liye yatra nikala tha ya musalmano ko uksane k liye  agar isi taychar se koi musalman sleeper bomb ban kar kahi attack karega or lakho begunah log mara jayega tab galti kiski hogi Terrorists hota nahi hai banaya jata hai,268,1
raam v dekh kar soch raha hoga inlogo ne mere liye yatra nikala tha ya musalmano ko uksane k liye  agar isi taychar se koi musalman sleeper bomb ban kar kahi attack karega or lakho begunah log mara jayega tab galti kiski hogi Terrorists hota nahi hai banaya jata hai,268,1
 raam v dekh kar soch raha hoga inlogo ne mere liye yatra nikala tha ya musalmano ko uksane k liye  agar isi taychar se koi musalman sleeper bomb ban kar kahi attack karega or lakho begunah log mara jayega tab galti kiski hogi Terrorists hota nahi hai banaya jata hai,269,1
 They made open claims of not being associated with bhagwa but go out of their way to Show they have no problem with a Terrorist org Kehna toh bohot kuch hai mujhe par ghar par police aajayegi isi ki wajah se control kar raha hu,229,1
 Bass isi ki kami thi terrorists r now in space,47,1
 Madam petrol bomb phenkne wale musalmano ko bhi kuch samjha dosaari duniya mein muslims hi terrorist kyin hai hindu sikh kyun nahin kal sweeden mein musalman danga kar rahe rhe aap lagta hai isi ki agent ho,209,1
 In fake  terrorist entity Pakistan BalochsPukhtuns are considered even NOT 2nd class citizens  And Imran or Shahbaz has NO whatsoever right to condemn what ISIISIS is doing against them,189,1
MHA declares Jaish Commander Ashiq Ahmed Nengroo as an individual terrorist under UAPA He has been involved in infiltration of terrorists into JampK and is planning terror attacks in JampK Directions from ISI   ,219,1
    Haqqani Is a terrorist its a fact hes a black listed by the cia he forms and funds all mujahdeen ur government claims isi gave him shelter but u openly praise him,166,1
     The most disgusting condemnation is of the great traitor of all time Shah Shoja 3rd Karzai that like past 20 years did everything for the interests of CIA and its terrorist child ISIISIS but for evil show and with permission of CIA from time to time condemned their evil actions,284,0
 Bro me kisi ghalat ko defend nae krta na hi karunga agr unho ny bhi ye jurm kiya hai tou Allah unko bhi pakar me lay or isi tarah saza dy jaise ese milegi or I totally condemn indian and israels terrorism both are terrorist states,231,0
 Sanghis ko koyi respect nahi kare ga Like we call ISI Taliban Jaish as terroristsanghis are also terrorists,114,1
 Wrong Caption Not Youth in India Photos show Rohangiyas in Delhi Vote Bank of AK of AAP Ms in Madrasas under Mullahs and Maulvees Not produce drs and engrs They produce terrorists stone pelters paid Agents of PFI and ISI Same story in other states Congress Party Jajo,280,1
Pakistani terrorists government army isi involved killing innocent Afghans Baloch Pakistani terrorists government will play heavy price,135,1
 Israel is a terrorist country Pakistan is going to attack you with your own bomb Remember the name   ISI ,110,0
 Israel is a terrorist country Pakistan is going to attack you with your own bomb Remember the name   ISI ,110,0
  Thats the problem jihaadan Common Hindu also will speak about this But not even shantidut  journalist or ISI officer will talk against terrorist,150,1
    Head                 ISI   for govt amp terrorist ,61,1
   India has border with you not with us how did they use our land this is a ISI propaganda Why you killed us Only apologies you are a terrorist sponsee county and should be bring to justice soon or later,209,1
Multiple reference of freedom amp terror outfits rehtoric made the article not just propaganda but also articulated   vision amp that of its terrorist network Before Fazili was arrested the Union govt paid him Rs 30k per month for 5years to complete his PhD,265,0
 This isnt about Hindu Muslim It was pre arranged The stones were brought before hand and distributed Identify those who started this Those are real anti nationals whether Hindu or Muslim These are terrorists paid by ISI to break and weaken India from within Open your eyes,280,1
 Ek Pakistan border pe active hai aur terrorist bhejti hai Chhota Pakistan Bharat mein rehkar ahsaanfaramosh yahan ki khate hai aur ISI se funding leke Bharat mein hi danga karte hai,183,1
  Remember no propeganda will work You no nothing about  he knows best how to deal with terrorist Gaddar and ISI agent,125,1
Aisa din phir ayga jb shebaz sharif isi apni terrorist police se galiyon main dhake khay ga IN SHA ALLAH Imran khan zindabad      ,130,0
  Jihad does not mean that to kill a innocent people Israel is a terrorist country They always attack on philistine And the mosque of Aqsa These Israeli people are not innocent That  why we are going to kill all these people soon Remember the name    ISI ,263,0
 Abe bhonpu kiseke ghar ke bahar aakar usko gali doge to vo tumhe mala to pehnayega nahi bjp jhagdabaaz he 2024 me chutti ho jayegi isi ke darr se ye rss terrorist group ke log dange badi kar re he hindu nahi he ye,217,0
 I dont think so punjabi ISI control Fascist terrorist taliban not Imran khan and MI6 controls both punjabi ISI and Fascist terrorist heroin Mafia talib ,155,1
 But Taliban terrorist owners is Panjab and ISI so how you can expect a dog  can attack his owner,97,1
   oh  BAKRE SAROOK THE DRUG LORD  FRIEND OF TERRORIST HAFEEZ SAEED   ISI AGENT FRIEND   NOTHING MAKES HIMLESS CRIMINAL  GAURI KHAN BROUGHT DURGS FROM UK HELD AT THE AIRPORT ,185,0
Have  and  ever condemned cross border terrorist acts from Afghanistan If they have so much sympathy with the terrorists living in Afghanistan why dont they simply migrate to Afghanistan    ,194,0
  Didnt Pakistan give visas to thousands of Arab terrorists to be trained by Pakistani army and ISI to fight in Afghanistan agains Russians And now your terrorist country is a close ally of Your government,207,1
 Congress anti Hindu party supported terrorists jehadi naxalistjehadi n naxalist toh Soniya ganghi ki NAC me rehte the China isi ke agentindia ko khatam kerne aai hai madam,175,0
 Isko kisse khatra h ISI aur LeT ka sympathizer h ye Iss per kaun hamla karega Terrorist ka chaheta hai ye,111,1
    Sir isi baat ko agar hum kehege toh hume aap hindutva terrorists bolege shuruwat toh aap apna tweet dekhiye ussi se hua na Kya Maine galat kaha,148,0
2 It will become very hard to locate the terrorists in the night because they can carryout sniper attacks using thermal imaging systems from at least 24 kms Nefarious isi had asked talibanis to provide them thermal imaging systems china provided them money for it,268,1
 Asli staff ne zameen khali kr di   sab isi sponsored terrorists hain,69,0
   Its called being neutral He said me kisi k khilaf nae hoon lekin kisi ki ghulami b bardasht nae kroon ga Same words of Bhutto Kher tmhare terrorist baap khadim rizvi ki to army nay sae ki thi ISI nay h khatam kiya us fasad ki puriya ko aur Hmay sakoon Mila Manhoos,272,0
The ISI revealed the true face of Hibatullah the leader of the Taliban terrorist group         ,97,0
                                     Very True Pakistan can not be trusted as long as it recites Kashmir Raag  Behind Kashmir raag chants are hiding 1 Kathmullas turned Terrorists 2 Pak Army amp 3 ISI  Pakistan is a dead snake now with US 300 Billions foreign Debt on its head Let Pakistan fend for itself,321,1
   Tum loudspeaker se 5 bar hugte ho aur khate ho uska kya Khargaon me ek hindu mandir ki murtiya tod dhi patthar baji me log mre bhi wo kya jannat jane wala kam thha Isi dimagi soch k karan pute world me 1000se jyada terrorist grp hai aur log mr rhe hai Pr America le rh h maje,280,1
  Rss is terrorist organization seriously  Pta bhi hai kitna hospitals or schools run karta hai RSS Isi liye bolta hun  Bakri pelo gyan nhi,143,0
  Do you think Hindus are ISI terrorists  To say that the world should be made an Islamic country ,102,0
  ISI Terrorist agency paid Urban Left militants again under the banner of Anti Hindutva again n again the Urban Militant Left has proved that theyre partners with Islamist Jihadi terrorist organizations  ,209,1
Not all paks are terrorist munafiqs like isi Afrasiab saheb talking haqq like a muslim should,94,1
 accept an official of a NATO member country as UN General secretary or UN special envoy  otherwise they will be only parrots of evil CIA  also didnt say a word when terrorist Taliban handed innocent Balochs claiming asylum  via UNAMA in Kabul to ISIISIS,258,1
 I have been saying 4 at least 2 years dat UNAMA is a parrot of evil CIA amp its terrorist child ISIISIS  It is head is either an evil or an agent of CIAMI6She is doing exactly what Benon Sivan did in  90s amp caused da  fall of Afghan gov   Therefore oppressed nations should never,289,0
Pakistani military has conducted air strikes on Afghan soil killing civilians Afghanistan is under Pakistani invasion and the savage animal terrorist Taliban is a proxy force of ISI ,185,1
Pakistan is an unnatural and terrorist state  The end of Pakistan is necessary for a peaceful world and developmentThe end of Pakistan is conditional on the independence of Sindh and Balochistan  JSFM Rally in Sun City          ,231,1
By sympathizing with the terrorist state of Pakistan  showed once again that her loyalty does not lie with the United States   No member of Congress should have double loyalty to any foreign state   When Im in Congress Ill move to have her EXPELLED America FIRST,268,1
Pakistan is a religious extremist unnatural amp terrorist state which has forcibly enslaved the Sindhi and Baloch nation through the deception of religion and the use of guns by the Punjabi army JSMM said in a statement,223,1
Cartoon govt came and all of a sudden suicide bombing  Pakistan heading back to being labelled as terrorist state all Thanks to Bajwa for extension Lanat ho  We will stand till the last blood in us        ,210,0
    if you have balls call Pakistan a terrorist state US a war monger and China a genocidal country Cowards like you who hinde in foreign countries and think themselves to be saviours of nation are the biggest deterrents to Bhartiya civilization and and its progress,270,0
 ISI is only intelligence agency in the world capable of creating suicide bombers Pakistan is a terrorist state,113,1
 The first sign of Muhammad Qasims dreams being true is that enemies will increase terrorist activity amp weaken Pakistan internally They will attempt to make it Tora Bora  a terrorist state PMIK In Qasim Dreams    ,220,0
  Pakistan is a terrorist state ISI is only intelligence agency capable of creating suicide bombers,101,1
 Pakistan is a terrorist state ISI is only intelligence agency capable of creating suicide bombers,100,1
This nonsense starts happening again in Pakistan after a few days of criminals gov this mafia is helping America amp India to present Pakistan as a Terrorist state amp damaging our relations with China This bastrd gov is making efforts to destroy Pakistans image ,270,0
 2014 Ukraines elected government toppled by the West  2021 Afghanistan handed on a plate to Taliban 2004 Iraq 2011 Libya Constant support by the US to the terrorist state of Islamic Republic of Pakistan Bharat India will do what its best for her interests,261,0
 I feel for your loss and I know how you feelPlease think about the Punjabi Sindhi and Baloach people in Pakistan Our languages have been taken away from us by the Pakistani terrorist state and replaced with a mish mash of Arabic and Hindi language called Urdu,265,1
 The first sign of Muhammad Qasims dreams being true is that enemies will increase terrorist activity amp weaken Pakistan internally They will attempt to make it Tora Bora  a terrorist state PMIK In Qasim Dreams  ,218,0
 is a religious extremist unnatural amp terrorist state which has forcibly enslaved the  and  nation through the deception of religion and the use of guns by the Punjabi army JSMM said  ,192,1
 How gutless Calling the Pakis allies while knowing fully well that every American or NATO member whose blood was spilled in Afghanistan was targeted by bullets and explosives provided by the terrorist State of Pakistan Shame on you,235,1
Pakistan is a religious extremist unnatural amp terrorist state which has forcibly enslaved the Sindhi amp Baloch nation through the deception of religion and the use of guns by the Punjabi army          ,209,1
  Pakistan will always welcome our Muslims But the tag of secularism from India must be taken out immediately and shd b declare a Hindu extremist n RSS Terrorist State,168,0
  TLP only plays religious card and its part of PMLN now Their agenda is anti Pakistan and anti Islamic just to appease their God fathers India and westwhich pays TLP hefty money to stage anti west protests to show that Pakistan is a terrorist stateneeds to be Blacklisted,282,0
Will the State Dept now designate   as a Terrorist as she is consorting with Terrorist state called Pakistan which is also on the grey list of FATF for channeling Terrorist moneys through its financial system ,211,1
Democratic  and  likes Islamic Terrorist State of Pakistan,59,1
Pakistan is an unnatural and terrorist state  The end of Pakistan is necessary for a peaceful world and developmentThe end of Pakistan is conditional on the independence of Sindh and Balochistan  JSFM Rally in Sun City          ,231,1
Pakistan is an unnatural and terrorist state  The end of Pakistan is necessary for a peaceful world and developmentThe end of Pakistan is conditional on the independence of Sindh and Balochistan  JSFM Rally in Sun City          ,231,1
Pakistan is a religious extremist unnatural amp terrorist state which has forcibly enslaved the Sindhi and Baloch nation through the deception of religion and the use of guns by the Punjabi army     ,202,1
Pakistan is a religious extremist unnatural amp terrorist state which has forcibly enslaved the Sindhi and Baloch nation through the deception of religion and the use of guns by the Punjabi army     ,202,1
Pakistan is a religious extremist unnatural amp terrorist state which has forcibly enslaved the Sindhi and Baloch nation through the deception of religion and the use of guns by the Punjabi army     ,202,1
 Both Imaran khan and Labour Party are terrorists why half of UK areas are no go area Upper caste wasabis making Uk a sharia compliance  Soon UK  Pakistan terrorist stateUK,178,1
 You indians call  rogue and terrorist statehmm  Whileyour indian political parities especially  amp other hindu extremist parties take votes amp win election by selling hatred against pakistan amp muslimz of india   ,232,0
12 No condemnation on USA amp India called Pakistan a terrorist state  13 Suspended Ramadan relief package 14 Discontinued Sehat Card  15 Discontinued Panah Gah  16 Discontinued Koi Bhooka Na Soye  17 Discontinued Farmers Card 18 Planning on dissolving NAB   36,279,0
Any bets on which  gangster run country it will choose  Funny how they never pick those though  Even when they stole our lands massacred our families to create the terrorist state of Pakistan,196,1
 The first sign of Muhammad Qasims dreams being true is that enemies will increase terrorist activity amp weaken Pakistan internally They will attempt to make it Tora Bora  a terrorist state PMIK In Qasim Dreams    ,220,1
     Porkistan is terrorist state responsible for bengali genocide killing baloch every day Pakistan is an economic power house of creating bomb blowers,160,1
 Well yemen has had it coming for generations they could stop being a terrorist state that would be nice dont you think as for the whites in Africa you have a point how about Christians in the muslim world and the genocide of these people in Pakistan and parts of Africa,272,1
To all my friends who support Brexit and want strong immigration policy well do you think arming the terrorist state of Pakistan is not going to send millions of culturally different refugees into the west  ,211,1
Mifta Ismail and his party PMLN is the real reason Pakistan was labelled a terrorist state because they are the real beneficiary of this label,147,0
The  amp  will happily fund the terrorist state of  and then complain about  not openly taking any sides,107,0
    Yall blab modi went to pakistan as if he had gone there like Sidhu and went about calling their general and pm his brother without holding any relevant role in the govt   PM Modi went their as the head of Indian Republic to give a try fof peace with a terrorist state,276,1
   Israel and India are allies because both their enemy is the Rogue and Terrorist State of Pakistan France I dont know why The United States Japan India and Australia have the QUAD,182,1
We are going to protest against the terrorist state of Pakistan and Iran  Please join us    ,94,1
 The first sign of Muhammad Qasims dreams being true is that enemies will increase terrorist activity amp weaken Pakistan internally They will attempt to make it Tora Bora  a terrorist state PMIK In Qasim Dreams  ,218,1
 The first sign of Muhammad Qasims dreams being true is that enemies will increase terrorist activity amp weaken Pakistan internally They will attempt to make it Tora Bora  a terrorist state PMIK In Qasim Dreams  ,218,1
 The   should look into the reasons of   visit to  because  is a democratically failed terrorist state  was also found hiding in  She also met  who blamed  for removing him from ,179,0
 As warnedpls note these facts and how all panel does is try to silence them and support the continues genocide of nonmuslims and secular Muslim Indians including the aboriginal Kashmiri Hindus at the behest of invading islamist terrorist state pakistan  ,259,1
   Lol India is dangerous but Pakistan is a terrorist state As I said jog on to land of isis then where the minority are killed or concerted and oppressed million times worse than anywhere else  Also 8 bjp vote was Muslims in up according to this anyway ,258,1
 She illegally entered Kashmir which is integral to India This American congresswoman is a miscreant trespassing by using the terrorist state of Pakistan She should be kicked out of congress     ,198,1
US itself is a terror sponsoring and terrorist state  has lost its everything including 80000 lives of innocent civilians while fighting US war Now no space no favour for US in Pakistan ,192,0
Yes we must take protection against the HATE of Global Political Islam It is very dangerous compare to Terrorist State Pakistan and Autocratic China,151,1
  while you are in our neighborhoodin the terrorist state  the Indian subcontinentplease do make note of human rights of minorities especially  in the region Youll come to know how Bharatiya Muslims are peacefully living in harmony in Bharat,245,0
                Kindly do something concrete to stop the continued brutal persecution rapes amp killings of Hindus in the terrorist State of Pakistan,160,1
                  Kindly do something concrete to stop the continued brutal persecution rapes amp killings of Hindus in the terrorist State of Pakistan,164,1
Is  giving guidance to the axed PM of   on how to migrate to the United States of America Will  get married to Ilhan Omar to legally migrate to the US Instead  should migrate to Pakistan for her love for a terrorist state  ,227,0
    Pakistan apart from being a servant of China is a Rogue and Terrorist State and because it is a rogue because it supports the Terrorist Dictatorship of the Afghan Taliban,176,1
 Pakistan is a terrorist state More than 47 women and kids were killed during their airstrike in Khost and Kunar provinces of Afghanistan The international community should stand with Afghan people against this crucial crime of Pakistan ,241,1
 Pakistan is a terrorist state More than 47 women and kids were killed during their airstrike in Khost and Kunar provinces of Afghanistan The international community should stand with Afghan people against this crucial crime of Pakistan ,241,1
 Pakistan is a terrorist state More than 47 women and kids were killed during their airstrike in Khost and Kunar provinces of Afghanistan The international community should stand with Afghan people against this crucial crime of Pakistan ,241,1
 Pakistan is a terrorist state More than 47 women and kids were killed during their airstrike in Khost and Kunar provinces of Afghanistan The international community should stand with Afghan people against this crucial crime of Pakistan ,241,1
    Pakistan is the terrorist state and all terrorists groups including TTP ISI Alqaida Taliban Haqani networks etc are produce train armed in Pakistan Pakistan is the safe haven of all terrorist groups  ,212,1
  In 20 yrs they didnt create a real Afghan Air Force just to leave Afghanistan to the terrorist state of Pakistan They signed deal with the Taliban and sold us to terrorists and now just paving the way to their comeback to the region once again,246,1
 After Pakistans drone attack on Terrorist state of Afghanistan yesterday Uzbakistan also attacked following ISKPs attack on their soil Afghanistan needs to get their act together before Pakistan takes it over  And we all know VOA worlds top Propaganda platform,264,0
Terrorist state of Israel has started the gaza bombardment once again Will the world and people supporting Ukrainian speak against this barbarism Or will they selectively support people       ,195,0
 Pls note these facts and how all panel does is try to silence them and support the continues genocide of nonmuslims and secular Muslim Indians including the aboriginal Kashmiri Hindus at the behest of invading islamist terrorist state pakistan  ,249,1
   Condemning Israel is Not Anti Semitism  Orthodox Jewish Rabbis Condemn Israel Will you Dare call them Anti Semitic  They protest against llegal Terrorist State of Israel  You know who is Anti Semitic Those who compare murderer of 6 million Hitler with popular leader mran,279,0
 today yesterday and probably tomorrow if no measures taken to stop  state of  and close this terrorist hub forever   to ,123,0
Welcome Back to Slavery of Americans We have sold out Pakistan again to America This is what we deserve as a Pakistani This is a big slap on all patriotic Pakistani over here Welcome back to that stage when these Gorras will call you a terrorist state   ,259,0
The terrorist state of Pakistans Shampoo Thesaurus yapping nonsense   Entire country is soaked with Hindu and Sikh blood,122,1
With its military aggression the terrorist state of Pakistan violated sovereignty and territorial integrity of Afghanistan and intern norms             ,155,1
 The first sign of Muhammad Qasims dreams being true is that enemies will increase terrorist activity amp weaken Pakistan internally They will attempt to make it Tora Bora  a terrorist state PMIK In Qasim Dreams    ,220,1
 Terrorist state of Pakistan stop killing Baloch        Dirty county napakistan stop killing baloch  ,102,1
 Dirty state of Pakistan stop killing Balochs      terrorist state  ,69,1
 Pakistan is a terrorist state in and of itself They are now lecturing their own creation the Taliban,103,1
 Why should we expect more from a terrorist state willing to harbour the most heinous murderers of our generation It was created from a bloodsoaked stupor following the downfall of the Raj we should never deal with Pakistan after the crimes theyve committed against us,272,1
Lets join the protest against  state of  and their proxies           ,70,1
 The first sign of Muhammad Qasims dreams being true is that enemies will increase terrorist activity amp weaken Pakistan internally They will attempt to make it Tora Bora  a terrorist state Qasim Dreams Come True    ,222,1
 my  for USA  a terrorist government of USA freemason satan worshippers terrorist state we dont allowed any USA terrorist to spoiled peace in Pakistan,151,0
an ageold civilization knows unanimous democracy a concept alien to the west and certainly the mideast  Why is the US so adamant about not acknowledging its not a democracy yet n is still learning   STOP business of war Declare Pakistan a terrorist state Sanctions on China,278,1
  Only when foreign attention is placed on the terrorist state of Pakistan   Take your secularism back to your gandhis and nehrus,131,1
 Lots of Bullshit about India by Pakistanis Pakistan has been a headquarter of international terrorism and is in the Grey list of being declared a terrorist state Since years it has been sponsoring terrorism in India and Kashmir It gave shelter to Osama too accused of 911,278,1
Pakistan is a  state   is the murderer of innocent  and     We need help   ,76,1
Requested to every Baloch in America participate in protest against terrorist State of Pakistan,96,1
 the socalled Anti War Anti Occupation and Anti State brutality is visiting an Occupier War Monger Terrorist State of  which is killing unarmed  amp  civilians Is she part of International Satanic Cult   ,212,0
    Pakistan is the slave of Amarica The slave should not act like his master Pakistan is itself a terrorist state and all terrorists groups including Taliban TTP etc are produce train and nurished in Pakistan Pakistan is a safe havens of terrorists and Afghanistan is the victom,284,1
forget this definition Laden was in Pakistan Did you declare porkistan to be terrorist state No Hafeez saeed bounty of 10 million dollars designated by USA is in porkistan  terrorist state BLM amp ANTIFA are front organization of mother Teresa Nonsense,264,1
 All of fucking Pakistan has been saying we  the US  is trying to coup you guys because we sent a letter that we dont like Imran Khan and now you dont want conspiracies Fuck this shit India is better than this terrorist state Enjoy the Taliban on your border you funded them,279,1
  Sir what do you think PMLN and PPP 3 times each ran government very well If yes then why do Pakistan needed IMF despite having the best resources Then why was every department in ve Then why was image of Pakistan as a terrorist state Why did u not do surgery that time,276,0
     Well if u need a certification for the ideology of ur countrydont shy away to use my refferenceI successfully certify Pakistan as a terrorist state whose sole purposegoalmoto of existence is to spread terrorism,223,1
 Pakistan is a terrorist state More than 47 women and kids were killed during their airstrike in Khost and Kunar provinces of Afghanistan The international community should stand with Afghan people against this crucial crime of Pakistan ,241,1
Noam Chomsky  The Crimes of US Presidents   via  The Atrocities And Criminalistic Acts Arrogantly And Blatantly Executed In Pakistan A Great Prime Minister And Statesman Gets Evicted To Pave The Way For The Rogue Terrorist State Of USA To,246,0
  Dont worry about Kashmir  its our baby  Pakistan is declared by FATF as Terrorist state amp not India  In the name of Kashmir ISI amp rouge Pak Army is taking you guys through garden path  In India people have the power to throw out a Govt ,252,1
  The world knows that Pakistan is in itself a terrorist state run by the toons of the ISI and the Pakistan Army Kashmir went to flames at the behest of Pakistan in 1989 when BJP was not anywhere near power of Delhi and is still burning and shall keep so till Pak fuels it,274,1
We do not need your sympathy but controlling  THUGs   ,56,0
 Pakistan is a terrorist state yesterdays terrorist TTP is going to reconcile with ISI we highly condemn all relations among states and terrorist groups ISIPak Army ISISTerrorist,184,1
   was brought to the power by Pak Army and ISI to destroy Pashtoons Thats why he won in KPK first and then in Federal   for Pakistan is a terrorist state  ,159,1
 A country who harbours nurtures helps terrorists since ages is a terrorist state  ISI PAK ARMY help  terrorists infiltrate Bottomline  pakistan is a terrorist state and  is a TERRORIST    ,199,1
American strategists thought they can defeat Taliban in partnership with Pakistan 3 trillion was wasted on a duplicitous Pak Army n ISI If they asked Tajikistan for supply routes it wouldve worked out better Declare Pak terrorist state Impose sanctions  ,260,0
 This is the real face of  Terrorist state now its time to revert back and a strong reply should be given to   Army  This   of Pak army amp ISI only understand one language that is Brutal war,197,0
